student_id,district,al_passed,ol_passed,stream,career_interest,budget,preferred_city,hostel_required,sports_or_extracurricular,university_id,university_name,university_type,location,degree_programs,program_description,language_mediums,hostel_available,semester_fee_lkr,entry_requirements,ranking_score,international_affiliation,recommended_university_id
89,Kandy,FALSE,FALSE,Physical Science,Arts,259478,Ampara,FALSE,TRUE,P021,AIMS Institute,Private,Colombo,Bachelor of Dance,"Kandyan/Baratha program with choreography, traditional repertoire, and production management.","English,Sinhala,Tamil",FALSE,74011,A/L pass or O/L pass,30,TRUE,P021
90,Mannar,FALSE,FALSE,Technology,Engineering,144712,Jaffna,FALSE,FALSE,P022,Sei Campus,Private,Nugegoda,BSc (Hons) in Business Management,"3-year program with CIMA exemptions, case study methodology, and industry mentorships.","English,Sinhala,Tamil",FALSE,217992,A/L pass or O/L pass,25,FALSE,P022
91,Kurunegala,FALSE,FALSE,Biological Science,Design,217895,Kurunegala,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",BBA in Human Resource Management,3-year degree with labor law training.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
92,Kalutara,FALSE,TRUE,Physical Science,Medicine,190456,Gampaha,FALSE,TRUE,G006,University of Jaffna,Public,Jaffna,Bachelor of Chemistry,Industrial chemistry program with analytical instrumentation (HPLC/GC-MS). Includes materials science research.,"English,Sinhala,Tamil",FALSE,13491,Z-score,50.79,FALSE,G006
93,Kilinochchi,FALSE,FALSE,Commerce,Engineering,219048,Gampaha,FALSE,FALSE,P008,Horizon Campus,Private,"Malabe, Kiribathgoda",Bachelor of Ayurveda,"Integrative medicine program with modern diagnostics training, herbal pharmacology, and clinical rotations. Includes panchakarma therapy certification.","English,Sinhala,Tamil",FALSE,154911,A/L pass or O/L pass,30,FALSE,P008
94,Vavuniya,TRUE,TRUE,Arts,Agriculture,60214,Polonnaruwa,TRUE,FALSE,G012,The Open University of Sri Lanka,Public,Nawala,Bachelor of Archaeology,"Hands-on program with Anuradhapura UNESCO site excavations, artifact conservation labs (3D scanning), and epigraphy training. Includes museum curation workshops and study tours.","English,Sinhala,Tamil",TRUE,13752,Z-score,50,TRUE,G012
95,Mannar,FALSE,FALSE,Arts,Medicine,27803,Kandy,TRUE,TRUE,P012,Kaatsu International University,Private,Colombo,BA in Hospitality Management,3-year degree with hotel internships and wine tasting certification.,"English,Sinhala,Tamil",TRUE,109353,A/L pass or O/L pass,20,FALSE,P012
96,Batticaloa,FALSE,TRUE,Technology,Agriculture,171414,Puttalam,TRUE,TRUE,P019,Management & Science University (MSU) Sri Lanka,Private,Colombo,Bachelor of International Relations,"Program featuring UN Model simulations, diplomatic protocol training with Foreign Ministry partnerships, study tours to SAARC countries, and research projects on regional geopolitics. Includes language courses in Chinese/Arabic and conflict resolution workshops.","English,Sinhala,Tamil",TRUE,178009,A/L pass or O/L pass,40,TRUE,P019
97,Mullaitivu,FALSE,TRUE,Arts,Law,184575,Matara,TRUE,TRUE,G014,Gampaha Wickramarachchi University of Indigenous Medicine,Public,Yakkala,BSc in Marketing,3-year digital marketing focused program.,"English,Sinhala,Tamil",TRUE,8389,Z-score,30,FALSE,G014
98,Gampaha,TRUE,TRUE,Technology,Business,138742,Hambantota,TRUE,FALSE,G003,University of Moratuwa,Public,Moratuwa,BA (Hons) Events Management,3-year program with CHA internships.,"English,Sinhala,Tamil",TRUE,11838,Z-score,60,TRUE,G003
99,Anuradhapura,FALSE,FALSE,Arts,Arts,11440,Ratnapura,FALSE,FALSE,P029,University of West London (UWL) Sri Lanka,Private,Colombo,Bachelor of English,"Creative writing program with post-colonial literature, journalism, and language teaching methodologies.","English,Sinhala,Tamil",FALSE,12003,A/L pass or O/L pass,55,FALSE,P029
100,Kalutara,FALSE,TRUE,Arts,Law,86294,Gampaha,FALSE,FALSE,G009,Wayamba University of Sri Lanka,Public,Kuliyapitiya,Bachelor of Fashion Design,"Textile innovation program with digital printing tech, MAS collaborations, and Colombo Fashion Week showcases. Includes sustainable design focus.","English,Sinhala,Tamil",FALSE,11878,Z-score,46.12,TRUE,G009
101,Ratnapura,FALSE,FALSE,Biological Science,Law,267089,Kilinochchi,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Bachelor of Biotechnology,"Fermentation technology program with industrial bioprocessing, enzyme engineering, and biofuel research.","English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
102,Kurunegala,FALSE,TRUE,Commerce,Agriculture,161705,Puttalam,TRUE,FALSE,P002,Informatics Institute of Technology (IIT),Private,Colombo,BSc in Food Science,3-year HACCP-certified program with product development.,"English,Sinhala,Tamil",TRUE,68711,A/L pass or O/L pass,48,TRUE,P002
103,Matara,FALSE,FALSE,Biological Science,Medicine,248529,Moneragala,FALSE,FALSE,P013,ANC Education,Private,"Colombo, Kandy",Bachelor of Psychology,"Cognitive neuroscience program with clinical placements, EEG labs, and counseling practicums. Includes industrial psychology specializations.","English,Sinhala,Tamil",FALSE,230594,A/L pass or O/L pass,42,TRUE,P013
104,Mannar,TRUE,TRUE,Commerce,Engineering,68337,Mannar,FALSE,TRUE,P006,ICBT Campus,Private,"Colombo, Kandy, Kurunegala, Matara",Bachelor of Education,"Madrasa curriculum program with Islamic pedagogy, child psychology, and modern teaching methods.","English,Sinhala,Tamil",FALSE,180702,A/L pass or O/L pass,38,TRUE,P006
105,Colombo,TRUE,TRUE,Commerce,Design,257733,Galle,FALSE,FALSE,P020,City School of Architecture (CSA),Private,Colombo,Bachelor of IT,"Digital entrepreneurship program with e-commerce, fintech, and rural ICT solutions.","English,Sinhala,Tamil",FALSE,10916,A/L pass or O/L pass,45,TRUE,P020
106,Colombo,TRUE,TRUE,Physical Science,Medicine,297271,Kalutara,FALSE,FALSE,P007,ESOFT Metro Campus,Private,"Colombo, Kandy, Galle, Negombo",Bachelor of Law,"Post-conflict justice program with human rights focus, legal aid clinics, and transitional justice studies. Includes moot court training.","English,Sinhala,Tamil",FALSE,85023,A/L pass or O/L pass,30,TRUE,P007
107,Kegalle,FALSE,TRUE,Arts,Engineering,119999,Anuradhapura,FALSE,TRUE,G010,Eastern University of Sri Lanka,Public,Vantharumoolai,Bachelor of Dental Surgery,"5-year SLDC-recognized program with CAD/CAM dentistry (3D printing labs), community oral health programs, and clinical rotations at Teaching Hospital Kandy. Includes research in tropical oral diseases.","English,Sinhala,Tamil",FALSE,12064,Z-score,46.2,FALSE,G010
108,Matara,FALSE,FALSE,Arts,Design,241297,Polonnaruwa,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",BSc in Environmental Management,3-year sustainability degree with GIS applications.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
109,Matale,FALSE,FALSE,Biological Science,Design,93745,Trincomalee,FALSE,TRUE,P011,American College of Higher Education (ACHE),Private,Negombo,Bachelor of IT,"Cloud computing program with AWS/Azure certifications, cybersecurity modules, and virtual labs.","English,Sinhala,Tamil",FALSE,168800,A/L pass or O/L pass,32,TRUE,P011
110,Kandy,TRUE,TRUE,Arts,Medicine,104956,Kegalle,FALSE,TRUE,G010,Eastern University of Sri Lanka,Public,Vantharumoolai,Chartered Accountancy,Professional qualification with articleship training and SLFRS focus.,"English,Sinhala,Tamil",FALSE,12064,Z-score,46.2,FALSE,G010
111,Kegalle,TRUE,TRUE,Commerce,Engineering,107832,Kegalle,TRUE,TRUE,G004,University of Kelaniya,Public,Kelaniya,BSc in Counseling Psychology,3-year program with practicum training and therapeutic techniques.,"English,Sinhala,Tamil",TRUE,10905,Z-score,64.73,FALSE,G004
112,Mullaitivu,FALSE,TRUE,Arts,Engineering,79175,Jaffna,FALSE,FALSE,P010,Sri Lanka International Buddhist Academy (SIBA),Private,"Pallekele, Kandy",BS in Computer Science,4-year degree with US university transfer options and coding bootcamps.,"English,Sinhala,Tamil",FALSE,201901,A/L pass or O/L pass,25,TRUE,P010
113,Moneragala,TRUE,TRUE,Technology,IT,139263,Anuradhapura,TRUE,FALSE,G016,University of Vavuniya,Public,Vavuniya,Bachelor of Tea Technology,"Plantation management program with tasting sessions, value-added product development, and export marketing.","English,Sinhala,Tamil",TRUE,14397,Z-score,35,TRUE,G016
114,Moneragala,TRUE,TRUE,Technology,Agriculture,266092,Anuradhapura,FALSE,TRUE,P009,SAI Campus (South Asian Institute),Private,Colombo,BSc in Biotechnology,3-year Malaysian-linked program with genetic engineering labs.,"English,Sinhala,Tamil",FALSE,58097,A/L pass or O/L pass,28,FALSE,P009
115,Trincomalee,FALSE,FALSE,Technology,Agriculture,91038,Trincomalee,FALSE,TRUE,P007,ESOFT Metro Campus,Private,"Colombo, Kandy, Galle, Negombo",Certificate in Graphic Design,6-month Adobe Creative Suite training.,"English,Sinhala,Tamil",FALSE,85023,A/L pass or O/L pass,30,TRUE,P007
116,Kilinochchi,FALSE,FALSE,Biological Science,Agriculture,97728,Jaffna,TRUE,TRUE,P027,University of Central Lancashire (UCLan) Sri Lanka,Private,Colombo,BSc (Hons) in Accounting,3-year ACCA-aligned program with QuickBooks certification.,"English,Sinhala,Tamil",TRUE,41811,A/L pass or O/L pass,60,FALSE,P027
117,Badulla,TRUE,TRUE,Arts,Arts,86068,Galle,TRUE,FALSE,P002,Informatics Institute of Technology (IIT),Private,Colombo,Bachelor of Gemology,"Lapidary program with jewelry design workshops, gem identification, and valuation training. Includes industry placements.","English,Sinhala,Tamil",TRUE,68711,A/L pass or O/L pass,48,TRUE,P002
118,Kegalle,TRUE,TRUE,Technology,Arts,61173,Kurunegala,TRUE,FALSE,P003,Royal Institute of Colombo (RIC),Private,Colombo,BSc (Hons) in Data Science,3-year AI/ML focused program with Python/R training and corporate analytics projects.,"English,Sinhala,Tamil",TRUE,192705,A/L pass or O/L pass,47.5,TRUE,P003
119,Nuwara Eliya,FALSE,FALSE,Commerce,Engineering,107036,Mannar,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",BSc in Finance,3-year CFA-recognized program with Bloomberg Terminal training.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
120,Kandy,TRUE,TRUE,Biological Science,Law,186564,Vavuniya,TRUE,TRUE,G003,University of Moratuwa,Public,Moratuwa,Diploma in Early Childhood Education,1-year program with Montessori training and preschool internships.,"English,Sinhala,Tamil",TRUE,11838,Z-score,60,TRUE,G003
121,Matale,FALSE,FALSE,Technology,Arts,87394,Matara,TRUE,TRUE,P019,Management & Science University (MSU) Sri Lanka,Private,Colombo,BSc in Psychology,3-year behavioral science degree with counseling training.,"English,Sinhala,Tamil",TRUE,178009,A/L pass or O/L pass,40,TRUE,P019
122,Nuwara Eliya,FALSE,FALSE,Arts,IT,233735,Kurunegala,TRUE,TRUE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Online MBA,Flexible executive business program with global focus.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
123,Mullaitivu,FALSE,FALSE,Arts,IT,246216,Vavuniya,FALSE,FALSE,P011,American College of Higher Education (ACHE),Private,Negombo,BBA in Human Resource Management,3-year degree with organizational behavior studies and HR analytics.,"English,Sinhala,Tamil",FALSE,168800,A/L pass or O/L pass,32,TRUE,P011
124,Gampaha,FALSE,FALSE,Physical Science,Business,228307,Trincomalee,FALSE,TRUE,P020,City School of Architecture (CSA),Private,Colombo,Bachelor of Environmental Sci.,"Sustainability program with waste-to-energy research, GIS applications, and pollution monitoring.","English,Sinhala,Tamil",FALSE,10916,A/L pass or O/L pass,45,TRUE,P020
125,Mannar,FALSE,FALSE,Commerce,Business,23425,Galle,FALSE,TRUE,P011,American College of Higher Education (ACHE),Private,Negombo,BA (Hons) in Law,3-year legal studies program with moot court competitions and Supreme Court internships.,"English,Sinhala,Tamil",FALSE,168800,A/L pass or O/L pass,32,TRUE,P011
126,Mannar,FALSE,TRUE,Physical Science,Engineering,81820,Galle,TRUE,FALSE,P003,Royal Institute of Colombo (RIC),Private,Colombo,Bachelor of Forestry,"Biodiversity conservation program with Knuckles Range fieldwork, GIS mapping of endangered species, and sustainable timber management. Includes certifications in forest fire management.","English,Sinhala,Tamil",TRUE,192705,A/L pass or O/L pass,47.5,TRUE,P003
127,Colombo,FALSE,TRUE,Arts,Agriculture,266181,Trincomalee,TRUE,FALSE,G004,University of Kelaniya,Public,Kelaniya,Bachelor of Philosophy,"Comparative religion program with Buddhist philosophy, ethics, and interfaith studies.","English,Sinhala,Tamil",TRUE,10905,Z-score,64.73,FALSE,G004
128,Matara,FALSE,TRUE,Technology,Law,67983,Moneragala,FALSE,FALSE,P018,Aquinas College of Higher Studies,Private,Colombo,Bachelor of Computer Engineering,Hardware/software integration program with AI/ML specializations. Includes rural tech development projects and industry certifications.,"English,Sinhala,Tamil",FALSE,98257,A/L pass or O/L pass,25,TRUE,P018
129,Trincomalee,FALSE,TRUE,Technology,Engineering,279661,Kurunegala,TRUE,FALSE,G008,Sabaragamuwa University of Sri Lanka,Public,Belihuloya,BBA in Management,3-year UK-linked program with HR/Marketing/Entrepreneurship tracks. Features Bloomberg Terminal training and John Keells internships.,"English,Sinhala,Tamil",TRUE,9839,Z-score,44.46,FALSE,G008
130,Nuwara Eliya,FALSE,FALSE,Biological Science,IT,244050,Anuradhapura,FALSE,TRUE,P001,NSBM Green University,Private,"Homagama, Colombo",BSc in IT,3-year program with networking fundamentals and web development projects.,"English,Sinhala,Tamil",FALSE,25419,A/L pass or O/L pass,45,TRUE,P001
131,Ampara,FALSE,FALSE,Commerce,Engineering,27758,Matara,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",Bachelor of Microbiology,Medical microbiology program with BSL-3 lab for infectious disease research. Includes antimicrobial resistance studies and hospital collaborations.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
132,Matara,TRUE,TRUE,Technology,Design,206936,Badulla,FALSE,TRUE,P010,Sri Lanka International Buddhist Academy (SIBA),Private,"Pallekele, Kandy",Bachelor of Medicine (MBBS),"5-year comprehensive medical program featuring clinical rotations at National Hospital Colombo (Sri Lanka's largest teaching hospital), research electives in tropical medicine, state-of-the-art simulation labs, and preparation for Sri Lanka Medical Council licensing. Includes cadaver dissection labs and community medicine projects in rural areas.","English,Sinhala,Tamil",FALSE,201901,A/L pass or O/L pass,25,TRUE,P010
133,Kalutara,FALSE,TRUE,Arts,IT,211433,Galle,FALSE,FALSE,P005,Asia Pacific Institute of IT (APIIT),Private,"Colombo, Kandy",Certificate in Digital Marketing,6-month program with Google/Facebook certification.,"English,Sinhala,Tamil",FALSE,61804,A/L pass or O/L pass,46,TRUE,P005
134,Colombo,FALSE,TRUE,Physical Science,Law,271953,Moneragala,FALSE,TRUE,G006,University of Jaffna,Public,Jaffna,Diploma in Medical Laboratory Science,2-year diagnostic technology program.,"English,Sinhala,Tamil",FALSE,13491,Z-score,50.79,FALSE,G006
135,Kurunegala,FALSE,FALSE,Commerce,IT,88570,Ratnapura,TRUE,FALSE,P002,Informatics Institute of Technology (IIT),Private,Colombo,Bachelor of Islamic Banking,"Sharia-compliant finance program with Islamic economics, microfinance, and banking regulations.","English,Sinhala,Tamil",TRUE,68711,A/L pass or O/L pass,48,TRUE,P002
136,Matara,TRUE,TRUE,Physical Science,Medicine,164482,Kegalle,FALSE,TRUE,P008,Horizon Campus,Private,"Malabe, Kiribathgoda",BSc in Human Resource Management,3-year HR degree with labor law training.,"English,Sinhala,Tamil",FALSE,154911,A/L pass or O/L pass,30,FALSE,P008
137,Mullaitivu,FALSE,FALSE,Physical Science,Business,217572,Kandy,TRUE,FALSE,P000,Sri Lanka Institute of Information Technology (SLIIT),Private,"Malabe, Colombo",BSc in Marketing,3-year digital marketing program with Google/HubSpot certification.,"English,Sinhala,Tamil",TRUE,52028,A/L pass or O/L pass,50,FALSE,P000
138,Gampaha,TRUE,TRUE,Physical Science,Law,216898,Mannar,FALSE,FALSE,P011,American College of Higher Education (ACHE),Private,Negombo,Diploma in Landscape Architecture,2-year outdoor design course.,"English,Sinhala,Tamil",FALSE,168800,A/L pass or O/L pass,32,TRUE,P011
139,Puttalam,TRUE,TRUE,Biological Science,Agriculture,206219,Moneragala,TRUE,TRUE,G013,Buddhist and Pali University of Sri Lanka,Public,Homagama,Bachelor of Pali,"Ancient language program with text translation, philology, and comparative linguistics.","English,Sinhala,Tamil",TRUE,14763,Z-score,23.98,FALSE,G013
140,Puttalam,FALSE,FALSE,Arts,Medicine,124862,Matara,TRUE,FALSE,P014,BCAS Campus,Private,"Colombo, Kalmunai",Bachelor of Data Science,"AI/ML applications program with Python/R training, Tableau/Power BI certs, and hackathons with Dialog Axiata. Includes big data analytics projects.","English,Sinhala,Tamil",TRUE,55083,A/L pass or O/L pass,35,TRUE,P014
141,Nuwara Eliya,TRUE,TRUE,Technology,Arts,80270,Kandy,TRUE,TRUE,P014,BCAS Campus,Private,"Colombo, Kalmunai",Diploma in IT,2-year technical program with CCNA/Microsoft fundamentals.,"English,Sinhala,Tamil",TRUE,55083,A/L pass or O/L pass,35,TRUE,P014
142,Ratnapura,TRUE,TRUE,Commerce,Arts,101311,Matale,FALSE,TRUE,P008,Horizon Campus,Private,"Malabe, Kiribathgoda",Bachelor of Electrical Engineering,"Smart grid and renewable energy program with SCADA labs, power electronics, and 6-month placements at CEB/LTL Holdings. Prepares for Chartered Engineer status.","English,Sinhala,Tamil",FALSE,154911,A/L pass or O/L pass,30,FALSE,P008
143,Kilinochchi,TRUE,TRUE,Physical Science,Design,29072,Matale,FALSE,FALSE,P018,Aquinas College of Higher Studies,Private,Colombo,Bachelor of Animal Science,"Poultry program with vaccine development, nutrition research, and breeding technologies.","English,Sinhala,Tamil",FALSE,98257,A/L pass or O/L pass,25,TRUE,P018
